speaker,predicted,score,correct,gender,age,dialect,micro_make,micro_type,sampling_rate
anonymous,drubayfp,0.54528725,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.56344205,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.47469324,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.62107,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.590582,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.5532697,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.5435618,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.61152005,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.5705426,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.5892944,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.5063976,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.46553522,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.5273671,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Belleil,0.50000525,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,TomW,0.56237197,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,jasper,0.46954945,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,TomW,0.50293136,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,christophe,0.52153,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.5969398,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.5217588,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Seb02859,0.5907501,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.48516533,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.5600571,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Seb02859,0.44069588,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.5353401,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Seb02859,0.5532515,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.60512775,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.6452854,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.55941015,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.6560876,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,christophe,0.48479468,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,TomW,0.5509037,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,TomW,0.49483135,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Seb02859,0.48385137,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Seb02859,0.49098808,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,TomW,0.54125905,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,christophe,0.48805833,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.565101,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Djouf,0.48021123,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Djouf,0.4865139,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.5504315,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,mojo,0.53142583,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,christophe,0.5319008,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,TomW,0.5299167,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,christophe,0.5083228,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,koubiak,0.50019336,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,samuelbuffet,0.468367,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,christophe,0.52229476,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.4947937,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,TomW,0.5406891,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Seb02859,0.5301012,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.5507205,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.52518946,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.50934803,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.55100846,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.6203798,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.59143203,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.59211695,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.62222195,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.611066,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Paco,0.523154,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Djouf,0.5046903,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,fatflo,0.46673727,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,fatflo,0.49945518,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.5187443,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,TomW,0.49385393,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,ljoets,0.5212966,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Paco,0.49176183,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,christophe,0.51131785,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,TomW,0.53913206,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,dude,0.47424152,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,TomW,0.5257484,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.46432108,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,TomW,0.46974456,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,TomW,0.51890755,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,TomW,0.5102105,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Tuux,0.46612754,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,TomW,0.56503654,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,TomW,0.42886204,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,TomW,0.48484096,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.54011834,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.5642736,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.59322786,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.4904734,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.55768216,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.5999113,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.58286726,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.61813873,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Ango,0.51418316,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.5446015,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.5823509,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.5156777,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.5501991,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.5537447,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.4718186,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Tuux,0.53083825,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.53295803,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.5762058,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,drubayfp,0.53163636,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,jnbianco,0.46335012,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,jo,0.454863,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Pauldb,0.4368143,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Loc,0.4477096,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,jo,0.46816888,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Loc,0.4243472,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,bigus,0.46695268,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Pauldb,0.47978115,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,anonyme,0.4506001,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,bigus,0.45540988,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Loc,0.5367222,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,chris,0.513246,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,chris,0.5429828,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,chris,0.5227555,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Vilrax,0.50183684,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,fmortgat,0.5340582,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,chris,0.45004463,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,chris,0.53131825,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,chris,0.44832763,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,fmortgat,0.46455765,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,chris,0.47886524,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,sergio,0.63399976,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,sergio,0.5798737,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,laurent,0.5453106,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,sergio,0.52652335,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Franois,0.49127027,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,sergio,0.53994924,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,sergio,0.5783664,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,sergio,0.53052115,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,sergio,0.45076406,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,dmon,0.5250311,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Redguff,0.63774765,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,remmmi,0.50371075,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,remmmi,0.553309,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,RedGuff,0.4989629,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,dada,0.4458959,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,remmmi,0.49604893,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Redguff,0.49394026,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,remmmi,0.57897747,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Redguff,0.48490345,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,CedricVasseurAliasBeepmaster,0.60184664,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,nastymax,0.47269502,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,MaximeDu14,0.60125995,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,MaximeDu14,0.6339964,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,MaximeDu14,0.5691223,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,gonzalezjeanmarc,0.55267566,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,gonzalezjeanmarc,0.558072,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Jerome,0.579862,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,JT580,0.57659006,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,MaximeDu14,0.6525589,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,CedricVasseurAliasBeepmaster,0.6131575,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,nanochan,0.57617354,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,CedricVasseurAliasBeepmaster,0.60491943,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,MaximeDu14,0.6089589,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,MaximeDu14,0.63392794,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,thosoum,0.54128695,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,nanochan,0.60466754,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,MaximeDu14,0.55323195,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Jerome,0.5817835,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,philippe,0.55438185,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,gonzalezjeanmarc,0.59065914,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,remmmi,0.5263449,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Redguff,0.52354,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Redguff,0.5307973,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Redguff,0.44585407,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Redguff,0.4859417,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,remmmi,0.5058425,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Redguff,0.56061417,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Redguff,0.5317016,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Redguff,0.49007738,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Redguff,0.61046875,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,MaximeDu14,0.5879905,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,CedricVasseurAliasBeepmaster,0.6087984,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,MaximeDu14,0.5335902,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Franck,0.55637366,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Franck,0.5277648,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Jerome,0.5556383,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,MaximeDu14,0.6301463,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Franck,0.5878707,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,thosoum,0.6063844,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Phaielip,0.5452436,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,philippeN,0.49697393,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,JT580,0.5237039,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,kanor,0.5377047,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,nanochan,0.56771433,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,MaximeDu14,0.500533,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,MaximeDu14,0.6000307,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,MaximeDu14,0.6027626,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Franck,0.6172375,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,MaximeDu14,0.54908633,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Phaielip,0.38892815,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,nanochan,0.5553324,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,nanochan,0.61552286,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Franck,0.6356976,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Franck,0.58332634,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Franck,0.5444731,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,MaximeDu14,0.55376506,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Franck,0.4970938,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,nanochan,0.5511018,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,MaximeDu14,0.5303649,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,MaximeDu14,0.54378265,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,koubiak,0.62928724,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,koubiak,0.61440074,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,benbull,0.59612656,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,koubiak,0.57004946,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,koubiak,0.62796164,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,koubiak,0.63312083,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,koubiak,0.62713766,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,koubiak,0.5919616,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,koubiak,0.61767226,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,koubiak,0.67490953,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Tony,0.50504136,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,xav973,0.48926997,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Tony,0.5255647,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Tony,0.484386,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,JacquesHoschtettler,0.544582,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,xav973,0.48547363,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Francois,0.50868785,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,JeanMarounTorbey,0.52043426,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Francois,0.5955483,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Tony,0.4783562,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Francois,0.49316373,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Francois,0.46389967,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Francois,0.48089537,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,JacquesHoschtettler,0.47910058,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,smK,0.4523321,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Francois,0.5105673,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,xav973,0.48315,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,smK,0.4832349,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,xav973,0.539128,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,xav973,0.47978258,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Satine,0.35265696,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,neolao,0.40289262,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,neolao,0.39471623,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,neolao,0.41038042,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,neolao,0.3580776,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,neolao,0.44747722,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,choco7,0.4062523,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,choco7,0.4855637,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,neolao,0.44880623,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Jeanbon,0.6275166,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,neolao,0.36079127,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Jeanbon,0.58386755,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Jeanbon,0.57783586,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Jeanbon,0.5382991,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Phil_S,0.5464453,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,anod1,0.6270621,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,nclm,0.5694441,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,nclm,0.6285533,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,anod1,0.4769624,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Jeanbon,0.5292618,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,FRAG,0.50580466,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,jeanmarc_cortiella,0.4918813,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,jeanmarc_cortiella,0.5437788,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,chris,0.4530511,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,jeanmarc_cortiella,0.4932654,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,cedricmm,0.54369074,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,jeanmarc_cortiella,0.5286155,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,ZG,0.7446852,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,NicolasBernaerts,0.48164007,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,ZG,0.64867055,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,NicolasBernaerts,0.5403473,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,NicolasBernaerts,0.47115764,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,ZG,0.515788,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,ZG,0.65656626,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,ZG,0.5779995,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,ZG,0.53394186,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,ZG,0.64371884,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,ZG,0.69720733,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,ZG,0.7500355,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,ZG,0.73054504,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,DaxBrin,0.5217097,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,koubiak,0.6089211,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,koubiak,0.5163366,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,koubiak,0.58359027,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,koubiak,0.56020045,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,koubiak,0.5381441,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,christophe,0.5284294,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,kanor,0.52695453,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,DaxBrin,0.43644512,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Wuus,0.5117359,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,ramzi,0.49417144,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,cedricmm,0.50193757,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,ramzi,0.5361339,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,CdricVasseuraliasBeepMaster,0.534741,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,ramzi,0.58408666,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,ramzi,0.5270608,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,ramzi,0.5252986,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,ramzi,0.5422659,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,ramzi,0.42021045,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,ramzi,0.5102855,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,christophako,0.41211963,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,JacquesHoschtettler,0.49446005,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,JTrampQ,0.4605676,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,philippe,0.42542434,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,yeouepinard,0.43918467,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,phil_be,0.47136125,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,philippeN,0.499551,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,yeouepinard,0.4648732,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Thierry,0.4458791,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Vilrax,0.48111564,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,benjar,0.48721159,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,joBesancon,0.4708146,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Lucas,0.3949163,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,karibu,0.4525026,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,philippe,0.47209555,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,Julien,0.28457743,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
anonymous,anod1,0.45237496,False,Masculin,Adulte,Français France,n/a,Casque micro,48000
